writing_id,topic_id,task_topic,task_type,essay_text,move_sequence,c2_writing_id,c2_topic_id,c2_task_topic,c2_sequence,c2_structural_summary,edit_distance,feedback_rag,feedback_baseline,feedback_oneshot
3092,1,Introducing yourself by email,narrative,"Dear Anna, Thanks for your E-mail. I hope you everything goes well. My name's Bella. I'm 24 years old. I come from China. Thanks and Best regards Bella",Social_Closing -> Social_Closing -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Closing,629569,44,Writing a resume,Information_Reporting -> Information_Reporting -> Information_Reporting -> Self_Introduction -> Self_Introduction -> Information_Reporting,"The sequence contains 6 moves. It uses these move types: Information_Reporting, Self_Introduction. Repeated runs: Information_Reporting x3, Self_Introduction x2. It begins with Information_Reporting and ends with Information_Reporting.",4,"YOUR CURRENT STRUCTURE:
You start by thanking Anna twice and closing with best regards. You then introduce yourself three times.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically keep the introduction focused without repeating themselves too much.

ONE THING TO TRY:
Try introducing yourself only once, like this: ""My name is Bella, I'm 24 years old, and I come from China."" This will make your email more clear and concise.","Great job starting with a greeting and mentioning Anna! Your email is clear. Here are some small suggestions to make it even better:

1. Add a friendly welcome at the start.
2. Introduce yourself clearly.
3. Mention your age and where you're from.
4. End with best wishes.

Example:
Hi Anna,
Thank you for your email! I hope everything’s going well for you.
My name is Bella, and I’m 24 years old. I come from China.
Thanks a lot!
Best regards,
Bella

Keep up the good work!","Great job! You've started with a greeting and thanked Anna. Then you told her your name and age. Next, you mentioned where you come from. This is a good order. Just remember to keep all the information about yourself together in one place. It makes it easier for Anna to understand. Keep up the good work!"
3094,3,Writing an online profile,narrative,"Hi, My name is Bella. I'm twenty-four years old. I'm from Shandong, in China. Nice to meet you too. Bye",Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing,270461,45,Writing on the family blog,Self_Introduction -> Daily_Routine -> Social_Closing,"The sequence contains 3 moves. It uses these move types: Self_Introduction, Daily_Routine, Social_Closing. It begins with Self_Introduction and ends with Social_Closing.",3,"YOUR CURRENT STRUCTURE:
You started with introducing yourself three times and then said a social closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically include more content between introductions. They might describe their daily routine or share something interesting about themselves.

ONE THING TO TRY:
Add one sentence about what you like to do in your free time after introducing yourself once. This will make your profile more interesting and informative.","Hi Bella!

Your essay is a good start! You introduced yourself and told where you're from. That's great! But there are just two sentences, so it feels a bit short. Maybe you could add something about your hobbies or interests? This would help people get to know you better.

Remember, when writing an online profile, try to say more about who you are. Keep practicing, and you'll do even better next time!

Good job!","Great job starting with ""Hi"" and introducing yourself! You're doing well by telling us your name and age first. To make it even better, you could add where you're from next. Then, you can finish by saying something nice, like ""It's nice to meet you too."" This makes your profile flow nicely. Keep up the good work!"
3154,3,Writing an online profile,narrative,"Hello!My name'sWCname is Marco Antonio. I'm from So Paulo, Brazil, but I live in Rio de Janeiro, otherWCanother brazilianSPBrazilian city.I'm thirty oneSPthirty-one years old. I'm ARa sociologist. I fight for a democratic socialism in Latin America.Nice to meet you! Goodbye!Marco Antonio",Self_Introduction -> Self_Introduction -> Information_Reporting -> Self_Introduction -> Social_Closing,132225,44,Writing a resume,Information_Reporting -> Physical_Description -> Social_Closing,"The sequence contains 3 moves. It uses these move types: Information_Reporting, Physical_Description, Social_Closing. It begins with Information_Reporting and ends with Social_Closing.",3,"YOUR CURRENT STRUCTURE:
You introduce yourself twice and then mix information about where you live and your age with details about your job and beliefs.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers usually organize their introduction more clearly, starting with basic information like name and place of origin before moving on to other details.

ONE THING TO TRY:
Try starting with just your name and where you are from. This will make your profile easier to follow. This is an Information_Reporting move.","Great start! Your profile is like a mini-introduction. Here’s a suggestion to make it clearer:

1. Introduce yourself with your name and where you're from.
2. Add more detail about where you live now.
3. Include your age next.
4. Tell us what you do.

Like this:
""Hello! My name is Marco Antonio. I'm from São Paulo, Brazil, but I live in Rio de Janeiro. I am thirty-one years old. I am a sociologist and fight for democratic socialism in Latin America. Nice to meet you!""

Keep it simple and clear!","Great job! You've arranged your information clearly. You start with greetings and your name, then tell where you're from, where you live now, and how old you are. After that, you share what you do. This is a good order. Keep it simple like this, and you'll make it easy for people to understand!"
3188,4,Describing your family in an email,descriptive,"HiPU! My name's Yolanda. I'm eighteen years old. I'm from China.I PUChina. I live in Hubei Wuhan.There are three people in my family:my father,myPU family: my father, my mother and iCI. My father is forty-seven years old,my XCold and my mother is forty-five years old. We usually have a talking WCtalk after dinner. I love them.Bye!Yolanda.",Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Daily_Routine -> Social_Closing,30665,48,Rescheduling an appointment,Social_Opening -> Social_Closing -> Social_Closing -> Social_Closing -> Physical_Description -> Social_Closing -> Daily_Routine -> Social_Closing -> Social_Closing,"The sequence contains 9 moves. It uses these move types: Social_Opening, Social_Closing, Physical_Description, Daily_Routine. Repeated runs: Social_Closing x3, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",6,"YOUR CURRENT STRUCTURE:
Your writing starts with introducing yourself and your family members repeatedly. You also mention your daily routine and end by saying goodbye.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically introduce the topic clearly and then provide more details about their family, such as physical descriptions or specific activities together.

ONE THING TO TRY:
Try describing what your father and mother look like. This is a Physical_Description move that can help add more detail to your family description.","Hi Yolanda!

Great job starting with your name and age! It's good to see you introduced yourself first. Here’s a little tweak to make it clearer:

- After ""I live in Hubei Wuhan,"" add a new sentence: ""There are three people in my family: my father, mother, and me.""

Next, when describing their ages, try separating the information:

- Instead of ""My father is forty-seven years old, my XCold and my mother is forty-five years old,"" say:
""Both my parents are older. My father is 47, and my mother is 45.""

Lastly, you can make your sentence about talking after dinner a bit clearer:

- Try: ""After dinner, we usually have a family talk.""

Keep up the good work!","Great job starting with your name and age! Adding a sentence about where you live is also good. You can make it easier to read by using short sentences and adding some structure. Maybe try something like:

""Hi!

My name is Yolanda. I'm 18 years old. I'm from China. I live in Hubei Wuhan.

There are three people in my family: my father, my mother, and me.

My father is 47 years old. My mother is 45 years old.

We usually talk after dinner.

I love them.

Bye!
Yolanda.""

This helps organize your ideas better! Keep up the good work!"
3387,5,Updating your online profile,narrative,"Hi, my name's Francisco. I'm forty years old. I'm from Brazil. I'mWCI live in a Rio de Janeiro. I'm ARan engineer and work in an office. I like my job.",Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Information_Reporting -> Information_Reporting,781303,44,Writing a resume,Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting,The sequence contains 6 moves. It uses these move types: Information_Reporting. Repeated runs: Information_Reporting x6. It begins with Information_Reporting and ends with Information_Reporting.,4,"YOUR CURRENT STRUCTURE:
You start and keep repeating self-introductions without providing much information about updating your online profile.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically move from general introductions to specific details about their profile update.

ONE THING TO TRY:
Try starting with a brief introduction, then focus on what changes you want to make in your online profile. Use the Information_Reporting move to describe these updates clearly.","Hi Francisco!

Your writing is getting better! Here’s a quick tip to help you organize your ideas:

You can start by introducing yourself and where you’re from. Then, talk about what you do and how you feel about it.

Try something like:
""Hi, my name's Francisco. I'm forty years old. I come from Brazil and live in Rio de Janeiro. I am an engineer and love my job.""

This makes your writing clearer and easier to understand! Keep up the good work!","Great job telling us about yourself! You shared your name, age, where you're from, and what you do. It’s clear and easy to understand. To make it even better, try grouping your information into two parts: first, tell us about where you live and who you are; then, share what you do. This will help the reader get a clearer picture of you!"
3390,8,Making a dinner party menu,descriptive,"Hi Pete, Jon and Becky, this is the menu: For started has salad. For main course has rice, vegetables and chicken. For dessert has one delicious ice cream of chocolate. I hope for you. Bye",Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Social_Closing -> Social_Closing,1025838,46,Writing an email of advice,Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Opinion_Evaluation, Social_Closing. Repeated runs: Opinion_Evaluation x3. It begins with Opinion_Evaluation and ends with Social_Closing.",1,"YOUR CURRENT STRUCTURE:
You start by listing your menu items and then end with a social closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often provide an introduction to set the context before stating their opinion or evaluation.

ONE THING TO TRY:
Try starting with a simple sentence like ""I am making a dinner party menu for my friends."" This is an Opinion_Evaluation move that sets the scene.","Hi there! Great job starting your menu plan. Here’s a suggestion to make it clearer:

1. Start with ""This is the dinner party menu:""
2. List each course: 
   - ""For starters, we have salad.""
   - ""For the main course, we have rice, vegetables, and chicken.""
   - ""And for dessert, there will be one delicious chocolate ice cream.""

Keep up the good work!","Great job organizing your menu into different sections! You did well by mentioning starters, main courses, and desserts. Just add a short sentence at the start to say this is your dinner party menu, like you did in the first example. Keep up the good work!"
3493,5,Updating your online profile,narrative,"Hi, my name's Homely. I'm thirty-one year old. I'm from Brazil. I live in Porto-Velho/Rond'nia. I'm a employee of the federal government. I work to the Ministry of the justice. Thank you. Homely.",Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Information_Reporting -> Information_Reporting -> Social_Closing -> Information_Reporting,736304,41,Writing a movie plot,Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Social_Closing -> Social_Closing,"The sequence contains 7 moves. It uses these move types: Information_Reporting, Social_Closing. Repeated runs: Information_Reporting x5, Social_Closing x2. It begins with Information_Reporting and ends with Social_Closing.",5,"YOUR CURRENT STRUCTURE:
You start by introducing yourself four times and then provide some information about your job.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically structure their writing with a clearer beginning, middle, and end. They might report more information throughout the text rather than repeating introductions.

ONE THING TO TRY:
Try starting with an introduction once, followed by information about where you live and your job. This helps keep your writing clear and focused.","Hi Homely!

Great job starting your profile update! You did a good job introducing yourself and giving some important information. Here are a few suggestions to make it even clearer:

1. Add a topic sentence at the beginning, like ""Hello everyone! I want to share some updates about myself.""
2. Use simpler sentences, like splitting ""I work to the Ministry of the justice"" into two: ""I work for the Ministry of Justice.""

Keep up the good work!","Great job telling us about yourself! You start by introducing your name and age. Then you share where you're from and what you do. This is a good order. To make it even clearer, you could add a little more detail after saying you work for the Ministry of Justice. Maybe mention one or two things about your role there. Keep up the good work!"
3551,1,Introducing yourself by email,narrative,"Hello,Anna. How are you? My name's Hui-Ting.I'm 24 years old. My phone number is 123 456. what's your phone number? Nice to meet you. Bye! Hui-Ting.",Social_Opening -> Social_Opening -> Self_Introduction -> Information_Reporting -> Social_Opening -> Social_Closing -> Social_Closing,1071769,44,Writing a resume,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Opening x2, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",3,"YOUR CURRENT STRUCTURE:
You start by saying hello and asking how Anna is. Then you introduce yourself, share your phone number, ask about Anna's phone number, say nice to meet you, and end the email.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often include more social openings at the beginning and fewer repetitions of closings.

ONE THING TO TRY:
Add one more social opening at the start, like ""Hi Anna! How are you doing today?"" This will make your message sound friendlier and more natural.","Great job starting with a greeting! Here are some tips to make your email clearer:

1. Start with a friendly greeting.
2. Introduce yourself next.
3. Share some basic information about you.
4. Ask a question to show interest.
5. End with another friendly note and sign off.

Your email is short but has all the right parts! Keep practicing, and it will get even better.","Great start! You've introduced yourself nicely. To make it clearer, you could add a bit more about where you're from or your interests. Also, consider grouping all personal details together at the beginning. Like this:

""Hello Anna,
How are you?
My name is Hui-Ting.
I am 24 years old.
I live in Taiwan.

What's your phone number?

Nice to meet you!
Bye!

Hui-Ting""

This makes it easier for Anna to follow along!"
3788,3,Writing an online profile,narrative,"Hi! My name's Marcelo Honorio. I'm twenty-eight years old. I'm from Capanema, in Brazil. But I live in Tucurui, in Brazil too. Nice to meet you too. See you in other time. Bye!",Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing -> Social_Closing,1071769,44,Writing a resume,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Opening x2, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start by saying hello and introducing yourself four times. You also end with farewells twice.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically use a clear beginning and ending without repeated openings or closings.

ONE THING TO TRY:
Try starting once, introduce yourself clearly, and then finish with one farewell. This will make your profile more organized and polite.","Hi Marcelo!

Your writing is good! You told us your name and where you are from. But it would be great if you could organize your ideas a bit better. For example, you could start by introducing yourself, then tell us where you're from, and end with saying goodbye nicely. Here’s an idea:

""Hi there! My name is Marcelo Honorio. I am 28 years old. I come from Capanema in Brazil, but now I live in Tucurui, also in Brazil. Nice to meet you too! See you another time. Bye!""

Keep up the good work!","Good job starting with a friendly greeting! You mentioned your name and age clearly. It's nice that you shared where you're from too. To make it clearer, you could put both cities together, like this: ""I'm from Capanema but now I live in Tucurui."" This helps the reader understand better. Keep up the good work!"
4127,2,Taking inventory in the office,descriptive,"Dear Ms Thomas, There are 13 computers and 16 keyboards in the office. Also, there are 16 headphones, 12 desks, 14 chairs, 30 pens and 15 pencils. There is one table. AnFeng.",Information_Reporting -> Information_Reporting -> Information_Reporting -> Social_Closing,613957,42,Filling in an arrival card,Information_Reporting -> Information_Reporting -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Information_Reporting, Social_Closing. Repeated runs: Information_Reporting x2, Social_Closing x2. It begins with Information_Reporting and ends with Social_Closing.",1,"YOUR CURRENT STRUCTURE:
You start by listing office items and then close the message.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often use a closer at the end of their messages to show politeness or conclude the writing.

ONE THING TO TRY:
Add a polite closing, such as ""Thank you,"" before ending your essay. This is an Information_Closing move that shows respect and concludes your message nicely.","Hi AnFeng!

Great job listing all the items in the office! Your essay has the right information. To make it clearer, you could add a small introduction and maybe group similar things together, like grouping desks and chairs or pens and pencils. This will help make your writing easier to understand. Keep up the good work!

Best,
Your Coach","Great job listing all the items in the office! You did a good job by starting with ""Dear Ms Thomas"" and then listing everything. To make it even better, you could add a sentence at the end to sum up what you've written, like ""I hope this helps with inventory!"" Keep up the good work!"
4214,3,Writing an online profile,narrative,"Hi! My name's Ashley.I'm a staff.I like listen to music and read book. I'm thirty-five years old. I'm from Zhuhai,in China. Nice to meet you. Bye!",Social_Opening -> Opinion_Evaluation -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing,988368,44,Writing a resume,Social_Opening -> Information_Reporting -> Social_Closing,"The sequence contains 3 moves. It uses these move types: Social_Opening, Information_Reporting, Social_Closing. It begins with Social_Opening and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start with a social opening, then repeat your self-introduction twice, followed by another social opening and closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically organize their writing into clear sections without repeating themselves.

ONE THING TO TRY:
Try to write one paragraph about yourself instead of repeating. This is called Self_Introduction.","Hi there! Great job starting with your name and a friendly greeting. Your next step could be to share more about what you do (e.g., ""I work as a staff member""). Organizing it into two main parts would be nice—telling us who you are and where you're from. You’ve got the age and location, which is good! Adding some details about your hobbies could make it even better. Keep up the good work!","Great job! Your profile has a good order. You start by introducing yourself and your age, then tell where you're from. Next, you share what you like to do. It's clear and easy to understand. Just remember to put the information about your hobbies together with your interests at the end. Keep up the good work!"
4275,4,Describing your family in an email,descriptive,"Hi! My name's Tony. I'm forty years old. I have four people in my family. There are my mother, my father ,my sister in my family.",Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction,339446,46,Writing an email of advice,Social_Opening -> Social_Closing -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Closing x3. It begins with Social_Opening and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start by introducing yourself and then keep repeating your self-introduction. You don’t mention anything about your family members.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically include different types of information to describe their families, such as the relationship between family members.

ONE THING TO TRY:
Try adding a sentence to introduce each family member by name and their relation to you. For example, ""My father is John."" This helps organize your writing better.","Hi Tony!

Your email is good! You started by saying your name and age. That's great! Next time, you could add a small transition like ""I live in a family of four."" Then, instead of listing everyone at once, try saying something like, ""My parents are there too,"" after mentioning your sister. This helps organize the information better.

Keep up the good work!","Great job starting with ""Hi!"" and introducing yourself! It's good to add a sentence about your family members after that. For example, you could say, ""They are my mom, dad, and sister."" This helps organize the information better. Keep up the good work!"
4636,1,Introducing yourself by email,narrative,"Hi Anna, my name's Nayara, how are you? hope fine how old are you? i'm 19 what's your phone number ? send's me. I hope to see you soon! greetings kisses Nayara Cavalcante",Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Closing -> Social_Closing -> Social_Closing,972617,41,Writing a movie plot,Information_Reporting -> Information_Reporting -> Social_Closing -> Social_Closing -> Social_Closing,"The sequence contains 5 moves. It uses these move types: Information_Reporting, Social_Closing. Repeated runs: Information_Reporting x2, Social_Closing x3. It begins with Information_Reporting and ends with Social_Closing.",3,"YOUR CURRENT STRUCTURE:
You start by introducing yourself twice and asking about Anna's age. You then ask for her phone number and end with social closings.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically introduce themselves once and move on to other topics, like asking about the person’s well-being or interests.

ONE THING TO TRY:
Try introducing yourself only once and then ask a question about Anna's interests. This will help keep your email more focused and friendly.","Great job starting with ""Hi Anna""! It's a good way to begin. However, you can make your message clearer by organizing it better. Try this:

1. Greet and introduce yourself.
2. Ask about the other person politely.
3. Share some information about yourself.
4. End with a friendly sign-off.

For example:
Hi Anna,
My name is Nayara. How are you? I hope you're well! I'm 19 years old. Can you send me your phone number, please?
I look forward to seeing you soon!
Best wishes,
Nayara Cavalcante

Keep it simple and friendly!","Great job starting with ""Hi Anna""! It’s a good way to begin. You can add more about yourself after that, like your name and age. Try putting the questions together at the end. That makes it easier to read. Keep up the good work, Nayara!"
4668,5,Updating your online profile,narrative,Hi! My name's Bianca. I'm 23 years old. I'm from Brazil. I live in So Paulo. I'm a manager. I work in a drugstore office. I like my job.,Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Information_Reporting -> Information_Reporting -> Information_Reporting,781303,44,Writing a resume,Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting,The sequence contains 6 moves. It uses these move types: Information_Reporting. Repeated runs: Information_Reporting x6. It begins with Information_Reporting and ends with Information_Reporting.,5,"YOUR CURRENT STRUCTURE:
You start by introducing yourself and then keep providing information about your age, place of origin, and job.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers might organize their thoughts more clearly, like starting with a general statement and then adding details, rather than just listing information.

ONE THING TO TRY:
Try starting with a sentence about why you are updating your online profile. This is an Information_Reporting move that can help set the context for your writing.","Hi Bianca!

Your writing is getting better! Here’s a tip: You could add more details to make your sentences flow better. For example, you can say ""I'm from Brazil and I live in São Paulo."" Also, instead of just saying “I like my job,” try adding what you enjoy about it, like “I like my job because I help people every day.” Keep practicing, and you’ll see improvement!","Great job! You've written clearly and in a good order. First, you tell us your name and age. Then you say where you're from and what you do. It’s easy to understand. Just remember to group similar information together next time, like putting your job details at the end. Keep it simple and clear—great work!"
4671,8,Making a dinner party menu,descriptive,Hi! This is the menu for lunch next week: Starter: Vegetables with cheese; Main course: Roast chicken; Dessert: Cake with ice cream. I hope you like... See you! Bianca,Social_Opening -> Opinion_Evaluation -> Social_Closing -> Social_Closing,339446,46,Writing an email of advice,Social_Opening -> Social_Closing -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Closing x3. It begins with Social_Opening and ends with Social_Closing.",1,"YOUR CURRENT STRUCTURE:
You start by saying hello and sharing your menu. Then you express hope, followed by a social closing twice.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often end their writing with an invitation or wish rather than repeating the social closing.

ONE THING TO TRY:
Try adding a friendly invitation at the end, like ""Looking forward to seeing you!"" This is a Social_Closing move that will make your message more welcoming.","Hi Bianca! Great job with your menu!

Your essay has three main parts:
1. You start by saying hello and introducing what you're writing.
2. Then you list the lunch menu items: starter, main course, and dessert.
3. Finally, you end by hoping they like it and signing off.

Good structure! Keep it up. Next time, maybe add a little more about why you chose these dishes or how the meal will be fun.","Great job organizing your menu into different sections! It helps the reader understand easily. Just add a sentence at the beginning to say this is for your dinner party menu, not lunch. Maybe you can also mention who the menu is for, like ""This is my dinner party menu for my friends."" Keep up the good work!"
4920,3,Writing an online profile,narrative,"Hi! My name's Osmar. I'm thirty years old. I'm from So Paulo, in Brazil. Nice to meet you. Good Bye.",Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing,988368,44,Writing a resume,Social_Opening -> Information_Reporting -> Social_Closing,"The sequence contains 3 moves. It uses these move types: Social_Opening, Information_Reporting, Social_Closing. It begins with Social_Opening and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start by saying hello and introducing yourself. Then you mention your age and hometown repeatedly, before saying goodbye.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically structure their profiles to include more varied information reporting about themselves.

ONE THING TO TRY:
Add a sentence about something you like or enjoy doing. This will help people learn more about you and can make your profile more interesting. Try to describe an activity or hobby using simple words.","Hi Osmar!

Your essay is a good start! You introduced yourself and shared your age and where you come from. That’s great!

You could add a little more information to make it more interesting. Maybe tell us something about what you like or what you do.

For now, keep up the good work! Your next step could be adding a couple of sentences about your interests or hobbies.","Great job, Osmar! Your profile starts with your name and age, which is good. You also tell us where you're from, and that's perfect. Adding a little more information, like what you do or enjoy, would make your profile even better. For now, just remember to keep it clear and simple. Nice work!"
5274,1,Introducing yourself by email,narrative,"Hello! I'm fine, thanks. And you? My name's Patricia. I'm 29 years old. Nice to meet you Anna. What's your phone number? Goodbye.",Social_Opening -> Social_Closing -> Social_Closing -> Self_Introduction -> Self_Introduction -> Social_Opening -> Information_Reporting -> Social_Closing,988368,44,Writing a resume,Social_Opening -> Information_Reporting -> Social_Closing,"The sequence contains 3 moves. It uses these move types: Social_Opening, Information_Reporting, Social_Closing. It begins with Social_Opening and ends with Social_Closing.",5,"YOUR CURRENT STRUCTURE:
You start by asking how the person is doing and introducing yourself. Then you ask about the other person's phone number and say goodbye.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically introduce themselves first and then ask questions or share more information before concluding the conversation.

ONE THING TO TRY:
Start your email by sharing a little bit about yourself, like ""I'm 29 years old and I live in [your city]."" This helps you follow the C2 pattern of starting with an introduction.","Hi Patricia!

Your email is a good start! It’s nice to see you’re introducing yourself and asking about Anna. Here are some suggestions to make it clearer:

1. Start with greeting: Instead of saying ""Hello! I'm fine,"" you could say, ""Hi Anna!""
2. Introduce yourself next: After the greeting, tell us your name.
3. Ask a friendly question: You could ask about Anna’s well-being after introducing yourself.
4. Continue the conversation: Talk more about yourself and maybe ask for contact information.

Remember, it's okay to improve! Keep practicing.","Great start! You've included your name and age, which is good. It's nice to see you asking about Anna's number too. Maybe you could combine those ideas by saying something like ""Hello! I'm fine, thanks. And you? My name is Patricia, and I'm 29 years old. Nice to meet you, Anna!"" Then you can continue with more information about yourself. Keep up the good work!"
5280,5,Updating your online profile,narrative,Hi! My name's Yangyinping. I'm 27. I'm from China. I live in Wenzhou. I'm a nurse. I work in a hospital. I like my job.,Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Information_Reporting -> Information_Reporting -> Information_Reporting,781303,44,Writing a resume,Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting,The sequence contains 6 moves. It uses these move types: Information_Reporting. Repeated runs: Information_Reporting x6. It begins with Information_Reporting and ends with Information_Reporting.,5,"YOUR CURRENT STRUCTURE:
You start by introducing yourself and then repeatedly tell us about your job and where you live. 

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often introduce themselves first and then add new information about their job and location in a more varied way.

ONE THING TO TRY:
Try adding one more sentence about why you enjoy working as a nurse. This would be an Information_Reporting move, showing your interest in your job.","Hi Yangyinping!

Great job starting with your name and introducing yourself! Your essay has some good points, but it could be a bit clearer. Think of it like building with blocks—each sentence should connect nicely to the next.

Try adding short sentences that show how each piece of information is related. For example:

""I'm Yangyinping. I am 27 years old.
I come from China.
I live in Wenzhou now.
I work as a nurse at a hospital.
I enjoy my job.""

This way, it's easier for people to follow your thoughts! Keep up the good work!","Great job, Yangyinping! You've done a good job telling us about yourself. Your information is easy to follow. It would be even better if you put your work and job details together at the end. This makes it look neat and tidy. Keep up the good work!"
5291,7,Writing labels for a clothing store,descriptive,The red coat 99 euroPU. fashionableCFashionable tutu 39 euroPU/ coloredCColored miniature trousers 19 euroPU. Pessimistic coverall 299 euro. Orange color foreign-style clothing 399 euros. Fashions wrap 79 euro.Light blue high-heeled shoes 99 euros.,Social_Closing -> Physical_Description -> Physical_Description -> Physical_Description -> Physical_Description,310755,43,Creating an office dress code,Physical_Description -> Physical_Description -> Physical_Description -> Physical_Description,The sequence contains 4 moves. It uses these move types: Physical_Description. Repeated runs: Physical_Description x4. It begins with Physical_Description and ends with Physical_Description.,1,"YOUR CURRENT STRUCTURE:
You are describing each item one by one without a clear beginning or end.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers start and end with descriptions of items, creating a clear structure.

ONE THING TO TRY:
Try starting your labels with the name of the clothing item, like ""Red coat"" at the beginning. This helps organize your writing better for an A1 task.","Great job! You did a good job listing the items and their prices. Next time, you could add small labels between each item to make it clearer, like this:

The red coat - 99 euros.
PU. 
Fashionable tutu - 39 euros.
PU/
Colored miniature trousers - 19 euros.
PU.

Keep up the good work!","Great job organizing your clothing items! You’ve put them into different categories like coats, pants, and shoes. To make it even clearer, you could add short labels above each group, like ""Coats,"" ""Trousers,"" and ""Shoes."" This will help people find what they're looking for easily. Keep up the good work!"
