writing_id,cefr_level,topic_id,sentence_index,sentence,cluster_id,cluster_id_v2
936309,A2,14,0,Hi Sue.,12,1
936309,A2,14,1,"Sorry RS, today I'm busy, RightCright nowPU, I'm studingSPstudding my net class.",5,35
936309,A2,14,2,"AndCO and after class RS,AS I must cookingWCcook in the kitchen for my family's dinner.",-1,-1
936309,A2,14,3,"AndCO and then, I will go to the moviePLmovies with my sister at seven o'clock.%% When we are back at home RS, I must write a mail to a friend.",24,19
936309,A2,14,4,So sorry I can not meet you today.,10,35
936309,A2,14,5,"How about tomorrow morning RS, at ten o'clock?",24,21
1171671,A2,11,0,Hello my good friend.,12,-1
1171671,A2,11,1,Few people in my country like baseball.,7,23
1171671,A2,11,2,A lot of people love watching soccer.,7,23
1171671,A2,11,3,"Volleyball is very popular, too.",7,23
1171671,A2,11,4,My sister can't play volleyball.,7,23
1171671,A2,11,5,See you later.,10,16
894615,A2,10,0,"I'm so sorry about the weather, but you are on vacation!",3,35
894615,A2,10,1,"youCYou should go MassageWCfor a massage and goMW to the cinema RS,AS there're aD new movies, how about go skiing or playWCplaying in ARthe snow RS, let's go MWto restaurants and shopping,AS it's interesting.",24,-1
894615,A2,10,2,If youARthe weather normal getWCgets normal MWgo out for a walkingWCwalk.,3,26
894615,A2,10,3,Have ARa nice onD vacation!,-1,31
976133,A2,9,0,I get up at 6:30.,24,21
976133,A2,9,1,RSAS Make breackfastSPbreakfast at 6:45 and go to stop bus take my bus for go my work.,-1,-1
976133,A2,9,2,RSAS Start my work at 8:00 o'clock.,-1,21
976133,A2,9,3,"RSAS After at noon thirtyPU, iCI have a Dlunch and return PRto my work at one thirty.",-1,21
611065,A2,14,0,"I MWdo not share an apartamentSPapartment.,It'sPU.",-1,23
611065,A2,14,1,It's comfortable and big Dlarge.,-1,30
611065,A2,14,2,"The living room is big , butPUbig, but MWit's ugly,NS.",-1,30
611065,A2,14,3,"I like the bedroom'sPLbedrooms, I pay $ 1000,00PU$1,000 a month, it's near public transportation, MW and it's in a nice neighborhood.",-1,18
611065,A2,14,4,I like my new apartment.,-1,30
213093,A2,11,0,Snowy Moscow.,3,26
213093,A2,11,1,Wellcome to snowy Moscow in winter!,3,26
213093,A2,11,2,"Usually in it season, Moscow is cold, snowy and color.",3,26
213093,A2,11,3,All streets and built like a fairytale.,-1,38
213093,A2,11,4,"It's very beautiful, but very cold too!",3,26
213093,A2,11,5,"We wear down coats and jackets, sweaters, hats, felt boots and gloves and we go skiing, ice - skate, play in snow.",3,26
213093,A2,11,6,"In summer, Moscow is hot and sunny.",3,26
213093,A2,11,7,September is cool.,8,26
213093,A2,11,8,"Autumn usually is very short, but sometime it's warm and sunny.",3,26
738313,A2,13,0,My neighborhood is very calm.,-1,38
738313,A2,13,1,"There's many restaurants, fastfoods and etc.",28,39
738313,A2,13,2,"There's many shops, MWsuch as bookstore, coffee shop, MW and petshops.",28,38
738313,A2,13,3,There's a big park called Santa Terezinha.,30,37
824857,A2,10,0,There are other recreational options in the United States.,30,23
824857,A2,10,1,"You can go to the movies, strolling through parks among other things.",30,-1
824857,A2,10,2,The United States is very good.,-1,-1
1097600,A2,11,0,"Most people in my country love watching sports.AS In the summer,AS many people love swimming,AS having a picnic,AS going on hikes and doing yoga are very popular,AS too.AS In the winter,AS many people love go Drunning.",7,23
265098,A2,15,0,"MWCaller:Tom Parker, head PRofmarketing from Massive records.",21,41
265098,A2,15,1,"Order numberPU: 375221: D20000 plastics silly cases, MWOrdered:6 weeks ago with Simon URGENT.",21,27
265098,A2,15,2,Late MWby(4 weeks).,-1,10
265098,A2,15,3,Where is the order?,29,8
265098,A2,15,4,Phone no: ##########.,29,27
959730,A2,13,0,My neighborhood is small and quiet RS.,-1,38
959730,A2,13,1,"There is a gym thePRin front inPRof the school, a good pizza place on the corner and a nice grocery store across the street.",29,38
959730,A2,13,2,The people isAGare very friendly.,-1,29
959730,A2,13,3,My favorite place is ARa pizza place.,-1,39
718645,A2,11,0,"Most people in my country love watching baseball,AS golf and basketball.",7,23
718645,A2,11,1,In theD winter many people like watching snow withD on the mountain.,3,26
718645,A2,11,2,In theD summer people like surfing onPRat the beach.,7,26
718645,A2,11,3,At night a lot of people like to go to ARa night market.,-1,19
718645,A2,11,4,That whereWCThey have many delicious snackPLsnacks.,28,39
231450,A2,9,0,Hi!,12,1
231450,A2,9,1,My name's Kirill.PU I'm 26.,-1,24
231450,A2,9,2,My favorite day is Sunday.,-1,12
231450,A2,9,3,I get up at 9 WCnine o'clock in the morning.,24,21
231450,A2,9,4,I have tea and tostSPtoast.,28,39
231450,A2,9,5,At 10 WCten o'clock I play MWon the computer.,24,19
231450,A2,9,6,In the afternoon I go skiing.,24,19
231450,A2,9,7,In the evening I meet frendsSPfriends.,-1,19
231450,A2,9,8,We drink beer.,28,39
231450,A2,9,9,I go to bed at 12 HL12 o'clock.I love Sundays.,24,-1
231450,A2,9,10,What day do you like?,-1,12
338519,A2,16,0,My names Christian.,27,2
338519,A2,16,1,Im from Mexico.,11,3
338519,A2,16,2,"There are five people in my family, my father, my mother and two sisters.",20,25
338519,A2,16,3,My father likes eggs and Mexican food.,28,39
338519,A2,16,4,My mother likes spaghetti and japanese food.,28,39
338519,A2,16,5,"My sisters likes japanese food, chinese food and mexican food.",28,39
338519,A2,16,6,My favorite food is meat and pizza.,28,39
338519,A2,16,7,I like Chinese food.,28,39
343271,A2,9,0,Hi: my name's Ahmed.my favorite day is friday.I usualy visit my reltvs and sister exatly in the morning .,-1,12
343271,A2,9,1,I aloyse wosh my cloudes and i go to the mocke.,3,26
55097,A2,16,0,My name is Sunny .My family have three person .,20,25
55097,A2,16,1,My father my mather and me.,20,25
55097,A2,16,2,I have no elder brothers or elder sisters .I like chinese food and pizza.,28,39
727986,A2,10,0,"I''m sorry about the weather,AS you should play video gamePLgames,AS aboutWCwatch ARa movie,AS read a book.AS Have fun.",3,35
971213,A2,14,0,I live in a dupleixSPduplex in a really nice neighborhood of Paris.,11,38
971213,A2,14,1,"The place is really quite and near a beautiful park, but it's quite MWandfar from the subway.",30,37
971213,A2,14,2,"In front of the dupleixSPduplex, there is a little yard.",29,38
971213,A2,14,3,"There is only one bedroom, but the roof window gives a lot of light.",-1,30
236551,A2,15,0,Hello!,12,1
236551,A2,15,1,My name is Nina.,27,2
236551,A2,15,2,I'm from Russia.,11,3
236551,A2,15,3,I can cook and dance.,13,22
236551,A2,15,4,I can play tennis.,7,23
236551,A2,15,5,I can play the piano.,13,22
236551,A2,15,6,I can swim.,7,22
236551,A2,15,7,I like singing.,13,22
236551,A2,15,8,I can speak Russian and German.,-1,3
236551,A2,15,9,I study English.,-1,43
236551,A2,15,10,I like to read and listen to music.,-1,22
1136773,A2,12,0,My name is Pedro.,27,2
1136773,A2,12,1,I'm in good shape.,10,-1
1136773,A2,12,2,"I eat well,CO and  don't smoke.",24,39
1136773,A2,12,3,I play soccer once or twice in the week.,7,9
1136773,A2,12,4,I run in the park on the weekends.,7,19
1163920,A2,13,0,i'm live inPOMy neighboordSPneighborhood  RSis big.AS there'sCThere's  RSanARa big moolSPmall RS.AS thereCThere are a lot of good chopsSPshops RS.,9,38
1163920,A2,13,1,"theCThe bus stop  RSis in ARthe front,AS and MWthere's a subwaeSPsubway station and big play ground,PU.AS myCMy favorite place is the park MWwhich is verrySPvery beautifoulSPbeautiful.",-1,37
111518,A2,10,0,"Vika invites you to her birthday party.Hi!I am 35 XCthirty-fiveyears old on Friday, June 29, and I am having a party.",8,32
111518,A2,10,1,"On my birthday, I like to have dinner, eat cake, listen to music and dance.The party is at my house.",8,32
111518,A2,10,2,It starts at 7 o'clock.Hope you can come!Vika,8,-1
892136,A2,10,0,"Hi Jssica, I know that's bad.",12,39
892136,A2,10,1,"The weather is cold and MWit is snowing, but you should play game computerWOcomputer games and play game cardsWOcard games.",3,26
892136,A2,10,2,How about a goWCgoing to a movie or watchWCwatching TV?,24,19
892136,A2,10,3,There are movies now.,24,19
892136,A2,10,4,Have fun.,10,31
1104029,A2,9,0,I am a certified public bookAS keeper.,21,42
1104029,A2,9,1,I have a business office.,21,42
1104029,A2,9,2,"I get up at 6 o'clock RS.PU, eat breakfast.PU, take my son to school.PU, and I get to work at 8:30.",24,21
1104029,A2,9,3,I leave the office at 10 p.m.,24,21
1104029,A2,9,4,Sometimes leave the office at midnight.AS I have a very busy life.,24,21
484075,B1,20,0,"Hi, Jane no problem.",-1,1
484075,B1,20,1,You go straight along Liverpool Rd.,29,38
484075,B1,20,2,Turn right onto Green Ave. My house is opposite the park and there is between restaurant and supermarket.,29,38
484075,B1,20,3,I'm waiting for you.,10,16
484075,B1,20,4,By See you.,10,16
698986,B1,20,0,My favorite holiday in Brazil is ARthe Carnival!,11,11
698986,B1,20,1,MWIt LastsClasts PRfor four days!,21,10
698986,B1,20,2,"OccurD duringCDuring the carnival MWthere are parades of samba schools, with great music, samba and color!",13,11
698986,B1,20,3,People all over the world come to Brazil to watch this wonderful show.,11,11
1140203,B1,20,0,"Lantern festival is my favorite,AS this festival lastAGlasts for one day.",13,11
1140203,B1,20,1,"In Taiwan childPLchildren take LanternClantern parade PRon streetPLstreets atPRin the night,PU.",13,-1
1140203,B1,20,2,"And ARthe GovernmentCgovernment make a big part with all people celebrationWCtakes part in the celebration with the people,PU.",13,32
1140203,B1,20,3,I am Deat RiceCrice balls with family on theWCthat night.,-1,32
244353,B1,18,0,In Monday I get up at 9:00am o'clock.,24,21
244353,B1,18,1,I eat breakfast at 10:30am o'clock.,24,21
244353,B1,18,2,I play football at 5:00pm o'clock.,24,19
244353,B1,18,3,I watch TV at 8:15pm o'clock.,24,19
244353,B1,18,4,I go to bed at 11pm o'clock,24,-1
347837,B1,20,0,Hi Jane.My house is on Green Avenue.,29,38
347837,B1,20,1,"Go straight ahead on Liverpool Road, turn left on Green Avenue, PS and my home is opposite the park.",29,38
706707,B1,21,0,I''m retired and fortunately I get good money.,21,29
706707,B1,21,1,I see in my country a lot of expensive things.,16,18
706707,B1,21,2,The public transportation is bad and is increasing due PRto the price of gasoline and the drivers.,16,18
706707,B1,21,3,"The food areWCis not expensive, except something seasonal.",16,18
706707,B1,21,4,I will stay worryWCbe worried when the beer''s price increaseWCincreases.,28,18
706707,B1,21,5,I hope noWCnot.,10,-1
581215,B1,21,0,The price in my country is very expensive in special the gasoline is going up the cost is $3.59 dollars of gallon.,16,18
581215,B1,21,1,"HausingSPHousing is very expensive, and transportation and food goinSPgoing to inceaseSPincrease.",16,18
581215,B1,21,2,I don't know how the people do it is very dificultSPdifficult living in this country.,16,-1
581215,B1,21,3,IAS need a new job*PU.,21,15
970349,B1,18,0,On  RSSaturday  RSshe  RSgoes  RSswimming  RSat  RS11:30 in  RSthe morning RS.,9,19
970349,B1,18,1,RS She  RSeats  RSlunch at  RS12:30pm.,9,19
970349,B1,18,2,RS She  RSreads  RSemails  RSat 4:00pm in the  RSafternoon RS.,9,19
970349,B1,18,3,RS She  RSeats  RSdinner  RSat  RS6:00pm RS.,9,19
970349,B1,18,4,RS At  RSnight  RSshe watches  RSTV  RSat  RS10:00pm.%%,9,19
1132898,B1,18,0,"My hometown is the city of Caruaru, in Pernambuco  Brazil.",11,3
1132898,B1,18,1,"Its about 135 kilometers from Recife, the capital of Pernambuco.",11,3
1132898,B1,18,2,Its approximately on the east coast of Brazil.,11,3
1132898,B1,18,3,"Caruaru has various tourist attractions, many old buildings, various Shopping Centers and Universities.",13,37
1132898,B1,18,4,Every autumn there is PU'The So Joo FestivalPU'.,13,11
1132898,B1,18,5,Many people like to visit Caruaru for the FestivalCfestival.,13,11
1132898,B1,18,6,I admire my hometown!,30,3
922398,B1,21,0,"In my country, the cost of living is very difficult.",16,18
922398,B1,21,1,The prices of housing and helthcareSPhealthcare are increasing quickly.,16,18
922398,B1,21,2,The rents are too expensive.,16,18
922398,B1,21,3,"The prices of cars, gasoline, tecnologySPtechnology, entertainment and education are going up fast also.",16,18
922398,B1,21,4,Clothing and transportation are increasing slowly.,16,18
922398,B1,21,5,"I would like to buy a house, and change my car, but I can''t, MWI don''t have ARthe money.",16,-1
922398,B1,21,6,I need workVTto work a lot.,21,36
128269,B1,20,0,Ok. You are nextMWto my house .,-1,30
128269,B1,20,1,Walk along Liverpool Rd.,29,38
128269,B1,20,2,then turn left PRatGreen Av.,-1,38
128269,B1,20,3,My house is opposite deARthe park.,29,38
128269,B1,20,4,Call me anythingWCanytime .,10,-1
308236,B1,17,0,Hi!My name's Joshua.,-1,2
308236,B1,17,1,I'm from Mexico.,11,3
308236,B1,17,2,"I'm twenty-nine.There are seven people in my family: my mother, my father, my sister, three brothers and I.I can speak English and Spanish.",20,25
308236,B1,17,3,I will be waiting for your answer.Bye!,2,16
178719,B1,17,0,"HiMWFriend .. PU, My name is pattyCPatty.PU I AGam from Mexico City.PU I'm 36 years old.PU There are four people in my family:PU my husbandPU,  my daugtherSPdaughterPU,  my son and I.PU All my family live AGlives in California.PU Can IWOI can  speak two language PLlanguages English and Spanish.MWRegards PU, MWPatty",20,24
974693,B1,20,0,"In Brazil the mostWCbiggest  celebration is Carnaval.This big celebration lasts four days in Rio de Janeiro, in Salvador MWforone week.",13,11
974693,B1,20,1,There are a lot of people MWfrom several countries theWCthat watch MWtheparade in Carnaval.They have popular music and art exhibitions.,13,11
974693,B1,20,2,The parade is more Dbeautiful and create.WCcreative.,13,11
944601,B1,21,0,In my country the cost of living is very high.,16,18
944601,B1,21,1,The cost of education and healthAG are increasing quickly.,16,18
944601,B1,21,2,The costMW of living is very high and the people live bad.,16,18
944601,B1,21,3,Transportation and tecnologySPtechnologyAG are increasing slowly.,16,18
944601,B1,21,4,The price of gasoline is very expensive.,16,18
943805,B1,22,0,I'm an office manager now.,21,42
943805,B1,22,1,I manage three clerks here.,21,42
943805,B1,22,2,I was a salesperson of another company.,21,42
943805,B1,22,3,It WCI was happy.,-1,29
943805,B1,22,4,My boss was friendly.,21,29
943805,B1,22,5,Now my boss is friendly too.,21,29
943805,B1,22,6,My colleagues are very good people.,21,-1
943805,B1,22,7,But our vice president is very strict.,6,36
1093640,B1,20,0,The Rock'n Coke is the largest music festival in Turkey.,13,11
1093640,B1,20,1,"Rock'n Coke this year 8'th Dwill be performed inWCon 07-08 sCSeptember, MWat Istanbul Hezarfen Airport arena.",13,11
1093640,B1,20,2,Ticket sales MWare 100 usaSP100 USD and camping equipmentsWCequipment MWis included in the price.,-1,18
1093640,B1,20,3,5 different arenaPLarenas and more MWthan 100 performers are waiting for you.,13,11
1093640,B1,20,4,"I meetVTmet  RSwith Dmy wife inWCat this festival, 4 years ago.",13,40
1093640,B1,20,5,This year we are going to the festival with our daughter.,13,11
1093640,B1,20,6,Thank you rCRock'n cCCoke.,-1,5
1093640,B1,20,7,ThenkSPThank you rock music RS:)PU.,13,8
996170,B1,22,0,I'm working for Hydrostec Tecnologia e Equipamentos as a Commercial amp; Technical Engineer.,21,42
996170,B1,22,1,"My responsabilytiesSPresponsibilities are MWto get new business atWCin the nacionalSPnational and international market, introduce Hydrostec equipament'sSPequipment's into projects in faseSPphase of development, prepare the technical specification and commercial proposal to offer the product, negociateSPnegotiate both technical and commercial conditions with the client, and once I got the business, I analiseSPanalyse the contract or the Purchase Order, and finaly,SPfinally, I open the Internal Service Order to iniciateSPinitiate the process of fabrication.",21,42
996170,B1,22,2,Every task related before is done for biding process as well.,21,36
996170,B1,22,3,"I report to the Director, to be more exacly,SPexact, to the onwerSPowner.",21,42
616795,B1,19,0,"Hi, my room is finished.",19,30
616795,B1,19,1,It's beautiful!,10,33
616795,B1,19,2,There is a big bed king sizeWOking size bed.,19,30
616795,B1,19,3,Opposite the bed is a nice large closet!,19,30
616795,B1,19,4,"The walls are cream, there are two pictures and a big window.",19,30
616795,B1,19,5,In the middle room is a rug.%% I love my room!,19,30
1149155,B1,17,0,I'm really into my piano.,13,22
1149155,B1,17,1,It's very old and has a beautiful sound.,10,33
1149155,B1,17,2,"SometimeEXSometimesPU, my friends come to my house.",8,-1
1149155,B1,17,3,They enjoy listening to me PRto play.,21,22
1149155,B1,17,4,They always ask me to play a new song.,13,22
1149155,B1,17,5,I can say beautiful things with piano music.,13,22
22494,B1,22,0,I'm Eva.IS (Friends call me Bizi).,27,2
22494,B1,22,1,"I live in Slovenia, Ljubljana.",11,3
22494,B1,22,2,I am 14 years old.,20,24
22494,B1,22,3,My birthday is 11st inSP11th August.,8,32
22494,B1,22,4,I love animals.,-1,33
22494,B1,22,5,"I like reading, playing soccer and tennis, surfing the internetSPInternet, listening to music and shopping.",-1,-1
22494,B1,22,6,I don't like playing chess.,7,23
22494,B1,22,7,It's boring.,10,-1
22494,B1,22,8,My favourite season is summer.BecauseD I can swim in the sea and I MWlikeplaying beach volleyWCvolleyball.,7,26
118669,B1,20,0,"Hi, Jane.",-1,1
118669,B1,20,1,Walk along Liverpool Road.,29,38
118669,B1,20,2,Then turn left onto Green Avenue.,29,38
118669,B1,20,3,My home is on the left side opposite the park.,29,38
883440,B1,17,0,I like horses.,-1,33
883440,B1,17,1,"It,sAGThey're very nice animals.",-1,33
883440,B1,17,2,"My older son likes horses,PU tooPU, and we sometimes go to ARthe racetrack.",-1,-1
883440,B1,17,3,"In summerPU, we go to the garden and MWtake a ride on horseback.",-1,26
883440,B1,17,4,"It,sPOIt's a wonderful place.",30,37
883440,B1,17,5,We always enjoy the nature and socializing with these animals.,-1,33
300695,B1,17,0,"Hi, My name is Arnaldo.",27,2
300695,B1,17,1,I'm from Brazil.,11,3
300695,B1,17,2,I live in Rio de Janeiro.,11,3
300695,B1,17,3,I'm fourty-two years old.,20,24
300695,B1,17,4,"There are seven people in my family: my mother, my brother, my wife, two dogs (Attila and Petra), one cat (Isis) and I.",20,25
300695,B1,17,5,"My mother is seventy-nine years old and she lives in Santos, Brazil.",11,25
300695,B1,17,6,My mother loves travel.,31,37
300695,B1,17,7,"At moment, she is think about to have a big party to comemorate her 80th birthday.",8,32
300695,B1,17,8,"My brother lives with my mother in Santos, Brazil.",11,3
300695,B1,17,9,He is fourty-three years old.,-1,24
300695,B1,17,10,He cooks very well and he loves candy.,28,39
300695,B1,17,11,"I live in Rio de Janeiro with my wife, two dogs and one cat.",11,3
300695,B1,17,12,"I can speak three languages: Portuguese, Spanish and English.",-1,3
300695,B1,17,13,I loves walking in the beach with my wife.,31,37
300695,B1,17,14,I and my wife can cook very well.,13,22
300695,B1,17,15,"I can drive and swim, but I can't ride airplane.",7,22
300695,B1,17,16,My wife is physician and she loves read a book.,-1,-1
300695,B1,17,17,"She hates noise, because she loves sleeping.",-1,6
300695,B1,17,18,"by, Arnaldo",27,8
169719,B1,17,0,My name's PHname is Daniel.,27,2
169719,B1,17,1,I'm from Brazil.,11,3
169719,B1,17,2,I live in So Paulo.,11,3
169719,B1,17,3,"There are three people in my family: my daugtherSPdaughter, my wife and I. I can cook, drive, sing and play drums.",20,25
169719,B1,17,4,"I can speak three languages: Portuguese, Spanish and a little English.",-1,3
567420,B1,22,0,I'm a manager PRat the bank now.,21,42
567420,B1,22,1,I love my job.,21,-1
567420,B1,22,2,"Not easy my jobWCMy job is not easy, it's very tiring I jobVTwork for veryWCmany hours.",21,36
567420,B1,22,3,"Before I was ARthe manegerSPmanager of relationshipPLrelationships, it was much easyWCeasier, I workVTworked for lessWCfewer hours.",21,36
567420,B1,22,4,I work haveVThave been working PRfor 10 years in my company.,21,42
567420,B1,22,5,"Before of DworkWCworking PRin this company, I was a teacher of mathematics and physics.",21,42
567420,B1,22,6,I was ARa teacher for four years.,21,43
567420,B1,22,7,I studied MBA in Gesto Financeira in FGV.,21,43
567420,B1,22,8,I'm ARan engineer.,21,42
1103521,B1,19,0,I would like to recommend you a hotel called Vintage on South-east coast of Crimea.,-1,37
1103521,B1,19,1,It is located near the beach.,31,37
1103521,B1,19,2,Vintage is the modern and clean hotel.,-1,-1
1103521,B1,19,3,The rooms are very comfortable and there is wireless internetCInternet in every room.,-1,30
1103521,B1,19,4,There is ARa juniper grove around the hotel and air is fresh.,-1,37
1103521,B1,19,5,"I think, the rates are reasonable, about 100 dollars a night.",16,18
1103521,B1,19,6,Vintage also has a nice restaurant where we can have a delicious meal.,28,39
463427,B1,20,0,"Jane, go straight ahead on Liverpool Road then turn left at Green Avenue, my house is between the restaurant and the supermarket.",29,38
16445,B1,24,0,"Dear Ed, Thanks for your e-mail and your $ 10.",6,5
16445,B1,24,1,"I Think Cthink our teacher likes books, flowers and chocolate.",-1,39
16445,B1,24,2,"Then, she doesn't like phones, earrings and dresses.",6,14
16445,B1,24,3,"Thus, we can buy a book or a box of chocolates for her birthday.",-1,39
16445,B1,24,4,"What do you think?see CSee you soonPU,Maggie",10,8
116435,B1,20,0,"Hi,Jerrywalk along Gold steet,IS and turn right at London Rd.IS Then turn right at Green Ave.IS My house is between the supermarket and the restaurant.seeCSee you soon,IS Jerry.",29,38
1097038,B1,17,0,My favorite is sport and singing.,7,23
1097038,B1,17,1,I most love football and I like AC Milan football club.,7,23
1097038,B1,17,2,"I have studied some instruments, such as guitar, piano.",13,22
1097038,B1,17,3,"butCBut I am not good at them,PU.",0,15
1097038,B1,17,4,I only canWOcan only play some simple songs by guitar and piano.,13,22
1097038,B1,17,5,However I like quot;DbCBeyondquot;D rock band and their concert.,13,22
1097038,B1,17,6,"theyCThey are good at playing the guitar and drums, I think quot;DbCBeyondquot;D band is the most excellent rock band and their songPLsongs and melody will be remembered toPRin musical history.",13,22
742841,B1,20,0,The Sziget Festival is my favorite.,13,11
742841,B1,20,1,"This big festival lasts for one week, on an island on the gorgeous Danube River in Hungary.",13,11
742841,B1,20,2,Sziget is a special place with a forest.,30,37
742841,B1,20,3,"There are 250 entertaining, crowded events every day.",13,11
742841,B1,20,4,They have popular music and art exhibitions.,13,11
742841,B1,20,5,People usually camp in the forest and have great fun.,30,11
988487,B1,21,0,In my country the price of everything is going up.,16,18
988487,B1,21,1,Housing is very expensive.,16,18
988487,B1,21,2,No haven't neither cheap there.,16,18
988487,B1,21,3,DFoods are very expensive and gasoline too.,16,18
988487,B1,21,4,The cost PRof liveWClife thereWChere is very difficultWChigh.,16,18
988487,B1,21,5,"I  RSwant to buy an apartment, but MWit is not easy RS.",16,-1
648270,B1,22,0,I am ARateacher.,21,43
648270,B1,22,1,I love my work.,21,-1
648270,B1,22,2,I work in the school MWwhich isvery good.,21,43
648270,B1,22,3,Hes haveWCIt has veryMWmany students and friends.,21,43
648270,B1,22,4,I love my friendaSPfriends of PRfromwork.,21,-1
648270,B1,22,5,Thanks.,-1,5
581145,B1,21,0,"ImSPIn my country, the price for everthingSPeverything is going up too.",16,18
581145,B1,21,1,"The gasoline is very expensive,D and the price of utilities is increasing quickly RS.",16,18
581145,B1,21,2,The cost of de Dliving is very dificultSPdifficult.,16,18
581145,B1,21,3,EducacionSPEducation is expensive too.,16,18
581145,B1,21,4,"The healthcare and food are not expensive, but they are going up slowly.",16,18
581145,B1,21,5,I need a new job!,21,41
795061,B1,17,0,My musical instrument I can play the guitar.,13,22
795061,B1,17,1,"I playingVTplay the guitar every day, always at night.",13,22
795061,B1,17,2,My guitar is old.,13,22
795061,B1,17,3,I'm pretty good inPRat it.,10,-1
148011,B1,17,0,"My family: my wife is 60, two sons are 28 and 27 and I.",20,25
148011,B1,17,1,"We live in Rio, Brazil.",11,3
148011,B1,17,2,"My daughter is 30 and she lives in Lund, Sweeden.",20,24
148011,B1,17,3,"I can speak Portuguese, Italian and I'm learning English.",-1,3
148011,B1,17,4,"I can drive, but I can't sing.",13,22
148011,B1,17,5,Bye!,2,0
148011,B1,17,6,Carlos,26,8
319299,B1,19,0,"Hi, myCMy room is finished,PU.",19,30
319299,B1,19,1,it'sCIt's beautifulPU.,10,33
319299,B1,19,2,"thereCThere is a bed,PU.",19,30
319299,B1,19,3,"thereCThere are two lamps and two tablePLtables nightsD,PU.",19,30
319299,B1,19,4,"thereCThere is a celingSPceiling fan,PU.",-1,15
319299,B1,19,5,"thereCThere is a TV cabinet and the wall is cream.ISRegards,ISXXXX",19,30
710072,B1,18,0,"On saturdayCSaturday,AS he goes to Dswimming at 11:30.",23,19
710072,B1,18,1,"At 12:30,AS he eats lunch.AS At 4:00,AS he reads emailPLemails.AS He eats dinner at 6 o'clock.AS At 10 o'clock RS,AS he watches TvSPTV.",23,19
710072,B1,18,2,"On sundayCSunday,AS he goes to ARthe park at 11 o'clock,AS at 11:30 RS,AS he plays tennis.%%At 3 o'clckSPo'clock,AS he goes shopping.AS At 8 o'clock,AS he goes to ARthe cinema.AS He goes to bed at 10 o'clock.",23,19
838427,B1,20,0,The globeCGlobe festivalCFestival is my favorite.,13,11
838427,B1,20,1,This festival lastAGlasts for two days onPRin a little cuntrySPcountry close to La Piedad.,13,11
838427,B1,20,2,We celebrate freedom and a new year of life.,8,31
838427,B1,20,3,"NormallyPU, we celebratePR during ARthe last week of October, there are many globes and you can toD put on it.",13,11
838427,B1,20,4,We celebrate with a lot of friends takingWCdrinking some of DtipicalSPtypical beverage from Mexico (Tequila).,-1,39
838427,B1,20,5,"ARThe FestivalCfestival has popular music from Mexico, and people usually can camp in the forest.",13,11
838427,B1,20,6,It''s really too funnyWCa lot of fun.,-1,34
127218,B1,18,0,"PR On Saturday :DPR at 11:30am MW he or she goes summingPU, PR at 12:30pmMW he or she  eats luchsSP lunch PU, PR at 4:00DpmPU reads emailsPU, PR at 6:00Dpm MW he or she eats dinnerIS and at 10:00Dpm IS he or she watches TVPU.",23,-1
127218,B1,18,1,"PR On Sunday:DPR at 11:00DamMW he  goes to the parkPU, PR at 11:30am MW heplays tennisPU, PR at 3:00DpmMW he goes shoppingPU, PR at 8:00Dpm MW hegoes to the cinemaIS and at 10:00Dpm MW hegoes to bedPU.",23,19
607534,B1,22,0,Name: Rafael (My friends say :WCcall me Rafa.),25,2
607534,B1,22,1,"Age:27 Birthday: 20 May Like doing: playing soccer,AS cooking,AS surfing the internetSPInternet Live in: So Paulo,AS Brazil Favorite Season: summer animal: dog Time: morning Day: saturdaySPSaturday Number: 5",11,3
364191,B1,21,0,Hi!,12,1
364191,B1,21,1,Why don't you buy the purple top.,6,18
364191,B1,21,2,I think you should buy the blue sweatshirt.,6,17
364191,B1,21,3,The red hat is nice.,-1,18
364191,B1,21,4,The purple top is expensive.,16,18
364191,B1,21,5,The red hat is cheap.,-1,18
364191,B1,21,6,By!,10,8
325146,B1,23,0,"Hi Hanna!Please, can you buy me these: a bread a bottle of orange juice a bottle of water some potatoes some carrots some tomatoes a packet of rice some chicken some cucumbers one box of ice cream Thanks!Amira.D",28,39
543486,B1,23,0,"Hi, Mike.",12,1
543486,B1,23,1,Can you buy me some chicken and a fish.PU?,28,39
543486,B1,23,2,I'd like MWto cook a Dfish soup and chicken with mushroom.,28,39
543486,B1,23,3,You also can buy me some vegetables.,28,39
543486,B1,23,4,What would you like to eat?,28,39
543486,B1,23,5,andCAnd you could buy some PRof your favorite food.%% I can cook that for you.,13,39
543486,B1,23,6,It's my treat tonight.,8,-1
543486,B1,23,7,Thank you.,-1,5
777194,B1,18,0,"On Saturday,AS he goes swimming at 11:30,AS he eats luchSPlunch at half past 12.AS In the afternoon,AS he reads email at 4 o'clock,AS he eats dinner at 6 o'clock.AS At night,AS he watches TV at 10 o'clock.%% On Sunday,AS he goes to the park at 11 o'clock,AS he plays tennis at half past 11.AS He goes to shopping at 3 o'clock.AS He goes to the cinema at 8 o'clock.AS At night he goes to bed at 10 o'clock.",23,19
267488,B1,20,0,"Ok Jane, walk CWalk straight ahead on Liverpool Road and next to PRonthe corner is a RestaurantPU.",29,38
267488,B1,20,1,"and in PRAtthe corner turn left, my house is opposite to Dthe park D.",29,38
