writing_id,task_topic,task_type,c2_task_topic,edit_distance,move_sequence,c2_sequence,feedback_rag,feedback_oneshot,RAG_specificity,RAG_helpfulness,RAG_validity,One-shot_specificity,One-shot_helpfulness,One-shot_validity,rag_vs_oneshot_specificity,rag_vs_oneshot_helpfulness,rag_vs_oneshot_validity,heuristic_flags,error_type_primary,error_type_secondary,notes
2797,Introducing yourself by email,narrative,Writing a resume,2,Social_Opening -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing -> Social_Closing,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start with a social opening, then introduce yourself twice, followed by another social opening and closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically use more variety in their openings and closings, often combining them differently.

ONE THING TO TRY:
Try adding one more social opening at the end of your email. This will help close the conversation smoothly.","Great start! You introduced yourself and mentioned your age. Next time, you could add where you're from or what you do to give more information about yourself. Ending with ""By"" is okay but adding a friendly closing like ""Best wishes"" would be nice too. Keep practicing, Alcione!",3.0,2.8,2.0,4.0,3.0,3.0,-1.0,-0.2000000000000001,-1.0,"closing-emphasis, abstract-advice, large-validity-gap",retrieval/task mismatch,"closing-emphasis, abstract-advice, large-validity-gap",
2839,Signing up for a dating website,narrative,Writing a resume,3,Self_Introduction -> Physical_Description -> Physical_Description -> Opinion_Evaluation,Information_Reporting -> Physical_Description -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by introducing yourself and your age, then describe your physical appearance twice, and end with an opinion about being happy.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically report information first and then provide more details or opinions. The C2 sequence starts with reporting information (like name and age) before describing physical features.

ONE THING TO TRY:
Try starting your essay by saying ""My name is Andr, I am 35 years old,"" followed by one description of yourself, like ""I have short black hair and brown eyes."" This helps set the stage clearly.","Great job, Andr! Your writing tells us about yourself in a clear way. You start by introducing your name and age, then describe what you look like, and end with how you feel. This is easy to follow. To make it even better, you could group the description of your appearance together before mentioning your feelings. Keep up the good work!",3.0,3.0,3.0,4.0,3.0,4.0,-1.0,0.0,-1.0,large-validity-gap,other,large-validity-gap,
6430,Writing an online profile,narrative,Writing a resume,3,Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction,Social_Opening -> Information_Reporting -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start with a social opening, then introduce yourself three times.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically report information more clearly and include a closing statement to wrap up the profile.

ONE THING TO TRY:
Try adding some details about yourself after introducing your name. For example, you could add one or two sentences about your interests or hobbies. This will make your profile more interesting and informative. You can use ""I like..."" or ""My favorite thing is..."".","Great job, Michael! Your profile is clear and easy to read. You start by introducing yourself, which is good. Adding a little more information about what you do or your interests would make it even better. Keep up the good work!",3.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,-1.0,large-validity-gap,other,large-validity-gap,
453,Writing an online profile,narrative,Writing a resume,4,Social_Opening -> Social_Closing -> Self_Introduction -> Self_Introduction -> Opinion_Evaluation -> Social_Opening -> Social_Closing,Information_Reporting -> Social_Closing -> Opinion_Evaluation -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start with a social opening, introduce yourself twice, share an opinion, and end with another social closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically include more structured information reporting about themselves before sharing opinions or closing the conversation.

ONE THING TO TRY:
Add some details about what you like to do in your free time under self-introduction. This will help others learn more about you and is a common structure in online profiles. You can use the move type ""Information_Reporting"" for this.","Great job starting with a greeting! You did well by telling us your name and where you're from. Adding how old you are next is good too. It would be nice to know more about yourself though—maybe mention something you like or do in your free time. That way, people who read your profile will get to know you better. Keep it simple and positive!",3.0,3.0,3.0,3.0,3.0,4.0,0.0,0.0,-1.0,"explicit-move-label, weaker-retrieval, large-validity-gap",retrieval/task mismatch,"explicit-move-label, weaker-retrieval, large-validity-gap",
2888,Taking inventory in the office,descriptive,Filling in an arrival card,1,Social_Opening -> Information_Reporting -> Information_Reporting -> Social_Closing -> Social_Closing,Information_Reporting -> Information_Reporting -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
Your writing starts with a greeting and introduces information about office items in two parts. It then ends with two closings.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often provide a clear introduction before listing the inventory, which gives context to why you are taking the inventory.

ONE THING TO TRY:
Try starting your essay by saying why you are checking the office inventory. For example, ""To ensure everything is in order, we need to take an inventory of all office items."" This is an Information_Reporting move that sets up your list.","Great job listing all the items in your office! To make it clearer, you could start with a sentence like ""Here is an inventory of our office supplies:"" and then list them. This helps organize your writing better. Keep up the good work!",4.0,3.2,3.0,4.0,3.0,4.0,0.0,0.2000000000000001,-1.0,"explicit-move-label, large-validity-gap",weak structural diagnosis,"explicit-move-label, large-validity-gap",
1239,Writing an online profile,narrative,Writing on the family blog,3,Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing,Self_Introduction -> Daily_Routine -> Social_Closing,"YOUR CURRENT STRUCTURE:
Your current sequence is: Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing. This means you repeat yourself at the beginning and end.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
The advanced writers use a variety of moves, including introducing themselves once, describing their daily routine, and then closing the profile. They avoid repeating information.

ONE THING TO TRY:
Try adding one new piece of information about your daily life after stating your name and age. This will make your profile more interesting and engaging.","Great job starting with ""Hi"" and introducing yourself! You included your name, age, and where you're from. That's a good start! Adding more information like what you do or any hobbies could make your profile more interesting. Maybe you can tell us about a hobby or something you enjoy doing in Shenyang. Keep it simple and friendly!",4.0,3.8,3.0,4.0,3.0,4.0,0.0,0.7999999999999998,-1.0,"repetition-focused, abstract-advice, explicit-move-label, large-validity-gap",weak structural diagnosis,"repetition-focused, abstract-advice, explicit-move-label, large-validity-gap",
6227,Making a dinner party menu,descriptive,Rescheduling an appointment,2,Social_Opening -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Social_Closing,Social_Closing -> Social_Closing -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start with a greeting and then list your menu items without any clear order or grouping.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often organize their ideas in a clearer sequence, such as starting with an opening statement about the dinner party.

ONE THING TO TRY:
Try beginning with a simple introduction like ""Hello! Tonight we will have..."" This helps set the context for your menu.","Great job organizing your menu into different sections! Starting with ""Hi!"" and then listing starters, main course, drinks, and dessert helps keep things clear. One small improvement could be adding a sentence at the beginning to tell your reader this is for your dinner party menu. Keep up the good work!",3.0,3.0,3.0,4.0,4.0,3.8,-1.0,-1.0,-0.7999999999999998,large-helpfulness-gap,other,large-helpfulness-gap,
4636,Introducing yourself by email,narrative,Writing a movie plot,3,Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Closing -> Social_Closing -> Social_Closing,Information_Reporting -> Information_Reporting -> Social_Closing -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by introducing yourself twice and asking about Anna's age. You then ask for her phone number and end with social closings.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically introduce themselves once and move on to other topics, like asking about the person’s well-being or interests.

ONE THING TO TRY:
Try introducing yourself only once and then ask a question about Anna's interests. This will help keep your email more focused and friendly.","Great job starting with ""Hi Anna""! It’s a good way to begin. You can add more about yourself after that, like your name and age. Try putting the questions together at the end. That makes it easier to read. Keep up the good work, Nayara!",3.0,2.0,2.6,3.0,3.0,3.0,0.0,-1.0,-0.3999999999999999,"closing-emphasis, large-helpfulness-gap",retrieval/task mismatch,"closing-emphasis, large-helpfulness-gap",
692,Introducing yourself by email,narrative,Writing a resume,2,Social_Opening -> Other -> Self_Introduction -> Self_Introduction -> Social_Closing -> Social_Closing,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by greeting Anna and introducing yourself twice. Then you say goodbye twice.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically have a clearer structure with better balance in opening and closing.

ONE THING TO TRY:
Try to introduce yourself once and end with a simple closing, like ""Best wishes!"" This will make your message more polished and focused. Use Self_Introduction x1 and Social_Closing x1.","Great job starting with ""Hello Anna!"" to show you're friendly. It’s nice to see you end with ""Best wishes!"" too. Your essay is short and clear, but try adding a bit more information about yourself. For example, you could include where you're from or what you do. This will help Anna get to know you better! Keep up the good work!",3.0,2.4,2.8,4.0,3.8,3.0,-1.0,-1.4,-0.2000000000000001,"closing-emphasis, explicit-move-label, large-helpfulness-gap",retrieval/task mismatch,"closing-emphasis, explicit-move-label, large-helpfulness-gap",
3551,Introducing yourself by email,narrative,Writing a resume,3,Social_Opening -> Social_Opening -> Self_Introduction -> Information_Reporting -> Social_Opening -> Social_Closing -> Social_Closing,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by saying hello and asking how Anna is. Then you introduce yourself, share your phone number, ask about Anna's phone number, say nice to meet you, and end the email.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often include more social openings at the beginning and fewer repetitions of closings.

ONE THING TO TRY:
Add one more social opening at the start, like ""Hi Anna! How are you doing today?"" This will make your message sound friendlier and more natural.","Great start! You've introduced yourself nicely. To make it clearer, you could add a bit more about where you're from or your interests. Also, consider grouping all personal details together at the beginning. Like this:

""Hello Anna,
How are you?
My name is Hui-Ting.
I am 24 years old.
I live in Taiwan.

What's your phone number?

Nice to meet you!
Bye!

Hui-Ting""

This makes it easier for Anna to follow along!",2.0,2.0,2.8,3.0,3.0,3.0,-1.0,-1.0,-0.2000000000000001,"closing-emphasis, large-helpfulness-gap",retrieval/task mismatch,"closing-emphasis, large-helpfulness-gap",
4671,Making a dinner party menu,descriptive,Writing an email of advice,1,Social_Opening -> Opinion_Evaluation -> Social_Closing -> Social_Closing,Social_Opening -> Social_Closing -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by saying hello and sharing your menu. Then you express hope, followed by a social closing twice.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often end their writing with an invitation or wish rather than repeating the social closing.

ONE THING TO TRY:
Try adding a friendly invitation at the end, like ""Looking forward to seeing you!"" This is a Social_Closing move that will make your message more welcoming.","Great job organizing your menu into different sections! It helps the reader understand easily. Just add a sentence at the beginning to say this is for your dinner party menu, not lunch. Maybe you can also mention who the menu is for, like ""This is my dinner party menu for my friends."" Keep up the good work!",3.0,3.0,3.0,4.0,4.0,3.0,-1.0,-1.0,0.0,"explicit-move-label, large-helpfulness-gap",weak structural diagnosis,"explicit-move-label, large-helpfulness-gap",
5778,Signing up for a dating website,narrative,Writing on the family blog,4,Self_Introduction -> Self_Introduction -> Physical_Description -> Physical_Description -> Physical_Description -> Opinion_Evaluation,Self_Introduction -> Self_Introduction -> Narrative_Experience -> Physical_Description -> Physical_Description -> Physical_Description -> Physical_Description -> Physical_Description -> Self_Introduction -> Opinion_Evaluation,"YOUR CURRENT STRUCTURE:
You start by introducing yourself twice and then describe your physical appearance five times. You end by saying you are happy.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers usually include more variety in their structure, such as sharing a personal experience or describing the website you plan to sign up for.

ONE THING TO TRY:
Try adding one sentence about why you want to use a dating website. This can help make your writing more interesting and relevant. It’s like telling us why you are signing up!","Great job, Roberto! You've shared some nice information about yourself. To make your profile even clearer, you could group your physical description together and then describe how you feel. For example:

Hi, my name is Roberto.
I am 37 years old.
I have short brown hair and brown eyes.
I am short and slim with strong arms and short legs.
I feel very happy.

This helps the reader understand your description better. Keep up the good work!",3.0,3.0,3.0,4.0,4.0,3.0,-1.0,-1.0,0.0,"weaker-retrieval, large-helpfulness-gap",retrieval/task mismatch,"weaker-retrieval, large-helpfulness-gap",
